Index,Source,P/C
1402,Signifyin' Works and Frameline Distribution.,                              
1403,Su Friedrich,                              
1404,YLLA/Pryor Dodge,                              
1405,U.S. Army Office of the Surgeon General,                              
1406,CreditCourtesy photo,                              
1407,CreditPaul LeMarc Brown,                              
1408,CreditRobert Frank/Courtesy of Danziger Gallery,                              
1409,Robert Frank/Courtesy of Danziger Gallery,                              
1410,CreditTod Papageorge,                              
1411,Tod Papageorge,                              
1412,CreditAlankrutha Giridhar,                              
1413,CreditART X Lagos,                              
1414,ART X Lagos,                              
1415,Obayomi Anthony,                              
1416,Ayobola Kekere-Ekun,                              
1417,"Photograph by Fabrice Fouillet. Walter Gropius, “Arbeitsamt.” © 2019 ARS, NY/VG Bild-Kunst, Bonn",                              
1418,"Photograph by Fabrice Fouillet. Walter Gropius, “Monument to March Dead Weimar” © 2019 ARS, NY/VG Bild-Kunst, Bonn",                              
1419,"Photograph by Fabrice Fouillet. Walter Gropius, “Arbeitsamt” Interior, © 2019 ARS, NY/VG Bild-Kunst, Bonn",                              
1420,Photograph by Fabrice Fouillet. A New Master’s House in Dessau by Bruno Fioretti Marquez,                              
1421,"Photograph by Fabrice Fouillet. Walter Gropius, “Siemensstadt Housing, Berlin” © 2019 ARS, NY/VG Bild-Kunst, Bonn",                              
